order_date,state,segment,title,quantity,total_price
2026-02-25,WA,Returning,Rolex Datejust,1,10999.99
2026-02-25,WA,Returning,Apple Airpods,1,129.99
2026-02-25,NY,Returning,Potatoes,1,2.29
2026-02-25,NY,Returning,Slotted Turner,1,8.99
2026-02-25,NY,Returning,Cucumber,2,2.98
2026-02-25,TX,Returning,Black Whisk,3,29.97
2026-02-25,TX,Returning,Amazon Echo Plus,1,99.99
2026-02-25,TX,Returning,Man Short Sleeve Shirt,1,19.99
2026-02-25,NY,New,Bamboo Spatula,3,23.97
2026-02-25,NY,New,Apple Airpods,3,389.97
2026-02-25,NY,New,Plate,1,3.99
2026-02-25,FL,New,Citrus Squeezer Yellow,1,8.99
2026-02-25,FL,New,Knoll Saarinen Executive Conference Chair,1,499.99
2026-02-25,FL,New,Carbon Steel Wok,3,89.97
2026-02-25,FL,New,Grater Black,1,10.99
2026-02-25,MO,New,Mug Tree Stand,1,15.99
2026-02-25,MO,New,Brown Leather Belt Watch,2,179.98
2026-02-25,MO,New,Kitchen Sieve,3,23.97
2026-02-25,MO,New,Chanel Coco Noir Eau De,1,129.99
2026-02-25,MO,VIP,Brown Leather Belt Watch,1,89.99
2026-02-25,CA,Returning,Nike Baseball Cleats,3,239.97
2026-02-25,CA,Returning,Soft Drinks,2,3.98
2026-02-25,CA,Returning,Spice Rack,3,59.97
2026-02-25,CA,Returning,Asus Zenbook Pro Dual Screen Laptop,1,1799.99
2026-02-25,TX,VIP,Family Tree Photo Frame,3,89.97
2026-02-25,FL,VIP,Citrus Squeezer Yellow,3,26.97
2026-02-25,FL,VIP,Silver Pot With Glass Cap,3,119.97
2026-02-25,FL,VIP,Ice Cube Tray,1,5.99
2026-02-25,MO,New,Tissue Paper Box,1,2.49
2026-02-25,MO,New,Sports Sneakers Off White Red,2,219.98
2026-02-25,MO,New,Man Short Sleeve Shirt,2,39.98
2026-02-25,MO,New,Gucci Bloom Eau de,2,159.98
2026-02-25,WA,New,Rolex Submariner Watch,3,41999.97
2026-02-25,TX,Returning,Slotted Turner,3,26.97
2026-02-25,TX,Returning,Decoration Swing,1,59.99
2026-02-25,TX,Returning,Kiwi,2,4.98
2026-02-25,FL,Returning,Mulberry,3,14.97
2026-02-25,FL,Returning,Honey Jar,2,13.98
2026-02-25,IL,New,Knife,3,44.97
2026-02-25,IL,New,Nescafe Coffee,2,15.98
2026-02-25,IL,New,Black Whisk,3,29.97
2026-02-25,IL,New,Tissue Paper Box,3,7.47
2026-02-25,IL,VIP,Annibale Colombo Bed,2,3799.98
2026-02-25,IL,VIP,Dolce Shine Eau de,3,209.97
2026-02-25,TX,Returning,Green Bell Pepper,2,2.58
2026-02-25,FL,VIP,Egg Slicer,3,20.97
2026-02-25,FL,VIP,Grater Black,1,10.99
2026-02-25,FL,VIP,Annibale Colombo Bed,1,1899.99
2026-02-25,MO,New,Spice Rack,1,19.99
2026-02-25,MO,New,Men Check Shirt,1,27.99
2026-02-25,MO,New,Beef Steak,2,25.98
2026-02-25,GA,New,Amazon Echo Plus,3,299.97
2026-02-25,WA,New,House Showpiece Plant,3,119.97
2026-02-25,NY,VIP,Kiwi,1,2.49
2026-02-25,NY,VIP,Blue & Black Check Shirt,2,59.98
2026-02-25,CA,VIP,Chicken Meat,1,9.99
2026-02-25,CA,VIP,Bamboo Spatula,3,23.97
2026-02-25,CA,Returning,Rolex Cellini Date Black Dial,2,17999.98
2026-02-25,CA,Returning,Sports Sneakers Off White & Red,2,239.98
2026-02-25,CA,Returning,Man Short Sleeve Shirt,2,39.98
2026-02-25,TX,Returning,Red Onions,3,5.97
2026-02-25,NY,VIP,Mulberry,3,14.97
2026-02-25,NY,VIP,Puma Future Rider Trainers,3,269.97
2026-02-25,NY,VIP,House Showpiece Plant,2,79.98
2026-02-25,NY,VIP,Soft Drinks,2,3.98
2026-02-25,IL,VIP,Microwave Oven,1,89.99
2026-02-25,IL,VIP,Honey Jar,3,20.97
2026-02-25,GA,Returning,Rolex Submariner Watch,2,27999.98
2026-02-25,TX,New,Rolex Submariner Watch,2,27999.98
2026-02-25,IL,VIP,Decoration Swing,2,119.98
2026-02-25,CA,VIP,Red Nail Polish,3,26.97
2026-02-25,CA,VIP,New DELL XPS 13 9300 Laptop,2,2999.98
2026-02-25,CA,VIP,Knoll Saarinen Executive Conference Chair,1,499.99
2026-02-25,CA,VIP,Red Lipstick,1,12.99
2026-02-25,WA,VIP,Dolce Shine Eau de,1,69.99
2026-02-25,WA,VIP,Plant Pot,1,14.99
2026-02-25,NY,Returning,Black Whisk,3,29.97
2026-02-25,IL,New,Table Lamp,2,99.98
2026-02-25,FL,VIP,Green Bell Pepper,3,3.87
2026-02-25,FL,VIP,Lenovo Yoga 920,3,3299.97
2026-02-25,WA,Returning,Chanel Coco Noir Eau De,1,129.99
2026-02-25,WA,Returning,Dog Food,2,21.98
2026-02-25,MO,Returning,Sports Sneakers Off White & Red,2,239.98
2026-02-25,MO,Returning,Ice Cube Tray,3,17.97
2026-02-25,CA,Returning,Kiwi,1,2.49
2026-02-25,CA,Returning,Wooden Bathroom Sink With Mirror,2,1599.98
2026-02-25,NY,VIP,Mulberry,2,9.98
2026-02-25,NY,VIP,Apple MacBook Pro 14 Inch Space Grey,2,3999.98
2026-02-25,NY,VIP,Chicken Meat,2,19.98
2026-02-25,IL,New,Soft Drinks,2,3.98
2026-02-25,IL,New,Silver Pot With Glass Cap,1,39.99
2026-02-25,IL,New,Lunch Box,1,12.99
2026-02-26,FL,New,Table Lamp,2,99.98
2026-02-26,FL,New,Red Nail Polish,3,26.97
2026-02-26,IL,New,Fine Mesh Strainer,3,29.97
2026-02-26,IL,New,Beef Steak,2,25.98
2026-02-26,IL,New,Plant Pot,3,44.97
2026-02-26,IL,New,Glass,2,9.98
2026-02-26,NY,Returning,Chanel Coco Noir Eau De,1,129.99
2026-02-26,FL,VIP,Nescafe Coffee,2,15.98
2026-02-26,FL,VIP,Electric Stove,1,49.99
2026-02-26,FL,VIP,Rolex Datejust,2,21999.98
2026-02-26,TX,Returning,Lunch Box,2,25.98
2026-02-26,IL,VIP,Plate,2,7.98
2026-02-26,IL,VIP,Tissue Paper Box,3,7.47
2026-02-26,IL,VIP,Red Lipstick,1,12.99
2026-02-26,IL,VIP,Wooden Rolling Pin,3,35.97
2026-02-26,CA,VIP,Amazon Echo Plus,1,99.99
2026-02-26,CA,VIP,Lenovo Yoga 920,1,1099.99
2026-02-26,CA,VIP,Red Nail Polish,3,26.97
2026-02-26,CA,VIP,Slotted Turner,1,8.99
2026-02-26,IL,Returning,Apple Airpods,1,129.99
2026-02-26,IL,Returning,Rolex Cellini Moonphase,1,12999.99
2026-02-26,IL,Returning,Brown Leather Belt Watch,2,179.98
2026-02-26,MO,VIP,Spice Rack,1,19.99
2026-02-26,MO,VIP,Boxed Blender,1,39.99
2026-02-26,IL,New,Soft Drinks,2,3.98
2026-02-26,IL,New,Bamboo Spatula,1,7.99
2026-02-26,IL,New,Lenovo Yoga 920,3,3299.97
2026-02-26,IL,New,Citrus Squeezer Yellow,1,8.99
2026-02-26,GA,VIP,Tissue Paper Box,3,7.47
2026-02-26,GA,VIP,Silver Pot With Glass Cap,3,119.97
2026-02-26,MO,VIP,Puma Future Rider Trainers,3,269.97
2026-02-26,MO,New,Kitchen Sieve,3,23.97
2026-02-26,MO,New,Red Onions,2,3.98
2026-02-26,MO,New,Nescafe Coffee,1,7.99
2026-02-26,MO,Returning,Rice,2,11.98
2026-02-26,MO,Returning,Apple MacBook Pro 14 Inch Space Grey,1,1999.99
2026-02-26,NY,VIP,Knife,2,29.98
2026-02-26,NY,VIP,Family Tree Photo Frame,2,59.98
2026-02-26,NY,VIP,Chicken Meat,3,29.97
2026-02-26,NY,VIP,Water,2,1.98
2026-02-26,IL,VIP,Cat Food,1,8.99
2026-02-26,IL,VIP,Apple,3,5.97
2026-02-26,NY,New,Spoon,3,14.97
2026-02-26,WA,VIP,Citrus Squeezer Yellow,2,17.98
2026-02-26,WA,VIP,Decoration Swing,3,179.97
2026-02-26,MO,Returning,Gucci Bloom Eau de,1,79.99
2026-02-26,MO,Returning,House Showpiece Plant,3,119.97
2026-02-26,MO,Returning,Nescafe Coffee,2,15.98
2026-02-26,NY,New,Hand Blender,1,34.99
2026-02-26,NY,New,Powder Canister,1,14.99
2026-02-26,CA,Returning,Amazon Echo Plus,3,299.97
2026-02-26,FL,VIP,Men Check Shirt,1,27.99
2026-02-26,FL,VIP,Calvin Klein CK One,1,49.99
2026-02-26,FL,VIP,Tissue Paper Box,2,4.98
2026-02-26,MO,New,Cat Food,3,26.97
2026-02-26,MO,New,Strawberry,3,11.97
2026-02-26,TX,VIP,Lemon,3,2.37
2026-02-26,FL,New,Brown Leather Belt Watch,1,89.99
2026-02-26,NY,VIP,Powder Canister,3,44.97
2026-02-26,FL,Returning,Eyeshadow Palette with Mirror,2,39.98
2026-02-26,FL,Returning,Ice Cream,2,10.98
2026-02-26,TX,New,Pan,2,49.98
2026-02-26,TX,New,Rolex Submariner Watch,3,41999.97
2026-02-26,TX,New,Potatoes,1,2.29
2026-02-26,WA,Returning,Mulberry,2,9.98
2026-02-26,WA,Returning,Apple Airpods,3,389.97
2026-02-26,WA,Returning,House Showpiece Plant,1,39.99
2026-02-26,WA,Returning,Red Nail Polish,3,26.97
2026-02-26,GA,VIP,Men Check Shirt,1,27.99
2026-02-26,GA,VIP,Strawberry,2,7.98
2026-02-26,GA,VIP,Honey Jar,3,20.97
2026-02-26,GA,VIP,Potatoes,1,2.29
2026-02-26,NY,Returning,Table Lamp,2,99.98
2026-02-26,WA,Returning,Kitchen Sieve,1,7.99
2026-02-26,WA,Returning,Lemon,3,2.37
2026-02-26,WA,Returning,Spice Rack,1,19.99
2026-02-26,WA,Returning,Black Whisk,2,19.98
2026-02-26,WA,Returning,Cat Food,3,26.97
2026-02-26,IL,Returning,Potatoes,3,6.87
2026-02-26,IL,Returning,Eyeshadow Palette with Mirror,2,39.98
2026-02-26,FL,VIP,Amazon Echo Plus,2,199.98
2026-02-26,FL,VIP,Grater Black,2,21.98
2026-02-26,CA,Returning,Hand Blender,3,104.97
2026-02-26,CA,Returning,Black Whisk,2,19.98
2026-02-26,GA,VIP,Nescafe Coffee,1,7.99
2026-02-26,WA,Returning,Nescafe Coffee,2,15.98
2026-02-26,WA,Returning,Nike Baseball Cleats,1,79.99
2026-02-26,WA,Returning,Cooking Oil,3,14.97
2026-02-26,WA,Returning,Milk,2,6.98
2026-02-26,IL,VIP,Fine Mesh Strainer,1,9.99
2026-02-26,IL,VIP,Eggs,1,2.99
2026-02-26,FL,New,Protein Powder,3,59.97
2026-02-26,FL,New,Kitchen Sieve,2,15.98
2026-02-26,MO,New,Protein Powder,3,59.97
2026-02-26,MO,New,Eyeshadow Palette with Mirror,1,19.99
2026-02-26,MO,New,Apple MacBook Pro 14 Inch Space Grey,2,3999.98
2026-02-26,MO,New,Eggs,3,8.97
2026-02-26,WA,Returning,Puma Future Rider Trainers,3,269.97
2026-02-26,WA,Returning,Grater Black,1,10.99
2026-02-26,WA,Returning,Hand Blender,1,34.99
2026-02-26,WA,Returning,Black Aluminium Cup,3,17.97
2026-02-26,MO,New,Mulberry,1,4.99
2026-02-26,MO,New,Puma Future Rider Trainers,2,179.98
2026-02-26,MO,New,Blue & Black Check Shirt,2,59.98
2026-02-26,MO,New,Rolex Datejust,2,21999.98
2026-02-26,CA,Returning,Protein Powder,3,59.97
2026-02-26,CA,Returning,Nescafe Coffee,1,7.99
2026-02-26,CA,Returning,Sports Sneakers Off White Red,3,329.97
2026-02-26,CA,Returning,Apple Airpods,2,259.98
2026-02-26,CA,Returning,Lemon,3,2.37
2026-02-26,CA,Returning,Annibale Colombo Sofa,2,4999.98
2026-02-26,CA,Returning,Potatoes,3,6.87
2026-02-26,WA,Returning,Green Chili Pepper,3,2.97
2026-02-26,MO,New,Apple Airpods,3,389.97
2026-02-26,MO,New,Sports Sneakers Off White Red,2,219.98
2026-02-26,MO,New,Red Nail Polish,1,8.99
2026-02-26,WA,Returning,Yellow Peeler,1,5.99
2026-02-26,WA,Returning,Fish Steak,1,14.99
2026-02-27,CA,Returning,Man Short Sleeve Shirt,3,59.97
2026-02-27,CA,Returning,Sports Sneakers Off White Red,1,109.99
2026-02-27,CA,Returning,Dior J'adore,3,269.97
2026-02-27,CA,Returning,Asus Zenbook Pro Dual Screen Laptop,1,1799.99
2026-02-27,MO,New,Cat Food,1,8.99
2026-02-27,FL,VIP,Wooden Bathroom Sink With Mirror,1,799.99
2026-02-27,FL,VIP,New DELL XPS 13 9300 Laptop,1,1499.99
2026-02-27,FL,VIP,Knife,1,14.99
2026-02-27,GA,New,Eyeshadow Palette with Mirror,1,19.99
2026-02-27,GA,New,Men Check Shirt,3,83.97
2026-02-27,GA,New,Nike Air Jordan 1 Red And Black,1,149.99
2026-02-27,GA,New,Gucci Bloom Eau de,1,79.99
2026-02-27,CA,VIP,Soft Drinks,2,3.98
2026-02-27,CA,VIP,Egg Slicer,1,6.99
2026-02-27,WA,New,Dior J'adore,3,269.97
2026-02-27,WA,New,Rolex Cellini Date Black Dial,2,17999.98
2026-02-27,WA,New,Mug Tree Stand,2,31.98
2026-02-27,MO,Returning,Silver Pot With Glass Cap,1,39.99
2026-02-27,MO,Returning,Brown Leather Belt Watch,3,269.97
2026-02-27,MO,Returning,Milk,2,6.98
2026-02-27,MO,Returning,Apple,3,5.97
2026-02-27,TX,Returning,Kiwi,3,7.47
2026-02-27,TX,Returning,Cat Food,3,26.97
2026-02-27,TX,Returning,Apple Airpods,3,389.97
2026-02-27,MO,New,Lunch Box,2,25.98
2026-02-27,WA,VIP,Egg Slicer,1,6.99
2026-02-27,FL,Returning,Red Lipstick,1,12.99
2026-02-27,FL,Returning,Calvin Klein CK One,2,99.98
2026-02-27,CA,Returning,Men Check Shirt,2,55.98
2026-02-27,CA,Returning,Lemon,2,1.58
2026-02-27,MO,VIP,New DELL XPS 13 9300 Laptop,2,2999.98
2026-02-27,MO,VIP,Glass,2,9.98
2026-02-27,NY,Returning,Nike Baseball Cleats,1,79.99
2026-02-27,NY,Returning,Spoon,2,9.98
2026-02-27,NY,Returning,Annibale Colombo Bed,3,5699.97
2026-02-27,CA,Returning,Annibale Colombo Bed,2,3799.98
2026-02-27,CA,Returning,Rolex Submariner Watch,3,41999.97
2026-02-27,CA,Returning,Boxed Blender,3,119.97
2026-02-27,CA,Returning,Plant Pot,1,14.99
2026-02-27,TX,Returning,Plant Pot,3,44.97
2026-02-27,TX,Returning,Rolex Datejust,3,32999.97
2026-02-27,NY,New,Knoll Saarinen Executive Conference Chair,1,499.99
2026-02-27,NY,New,Silver Pot With Glass Cap,1,39.99
2026-02-27,NY,New,Citrus Squeezer Yellow,3,26.97
2026-02-27,NY,New,Lunch Box,1,12.99
2026-02-27,FL,VIP,Tray,2,33.98
2026-02-27,IL,New,Plant Pot,3,44.97
2026-02-27,IL,New,Boxed Blender,1,39.99
2026-02-27,IL,New,Blue & Black Check Shirt,3,89.97
2026-02-27,IL,New,Silver Pot With Glass Cap,3,119.97
2026-02-27,FL,VIP,Strawberry,3,11.97
2026-02-27,FL,VIP,Annibale Colombo Sofa,2,4999.98
2026-02-27,FL,VIP,Rolex Cellini Date Black Dial,2,17999.98
2026-02-27,FL,VIP,New DELL XPS 13 9300 Laptop,3,4499.97
2026-02-27,FL,VIP,Dolce Shine Eau de,2,139.98
2026-02-27,MO,Returning,Essence Mascara Lash Princess,3,29.97
2026-02-27,MO,Returning,Knoll Saarinen Executive Conference Chair,2,999.98
2026-02-27,MO,Returning,Water,1,0.99
2026-02-27,FL,New,Strawberry,2,7.98
2026-02-27,FL,New,Microwave Oven,3,269.97
2026-02-27,FL,New,Spoon,1,4.99
2026-02-27,FL,New,Asus Zenbook Pro Dual Screen Laptop,1,1799.99
2026-02-27,IL,Returning,Spice Rack,1,19.99
2026-02-27,IL,Returning,Bamboo Spatula,3,23.97
2026-02-27,IL,Returning,Tray,2,33.98
2026-02-27,IL,Returning,Gigabyte Aorus Men Tshirt,2,49.98
2026-02-27,IL,Returning,Yellow Peeler,2,11.98
2026-02-27,IL,Returning,Asus Zenbook Pro Dual Screen Laptop,3,5399.97
2026-02-27,WA,VIP,Annibale Colombo Bed,3,5699.97
2026-02-27,MO,New,Wooden Rolling Pin,2,23.98
2026-02-27,WA,New,Potatoes,1,2.29
2026-02-27,WA,New,Green Chili Pepper,3,2.97
2026-02-27,WA,New,Red Nail Polish,1,8.99
2026-02-27,WA,Returning,Fine Mesh Strainer,3,29.97
2026-02-27,FL,Returning,Dolce Shine Eau de,1,69.99
2026-02-27,FL,Returning,Kitchen Sieve,1,7.99
2026-02-27,FL,Returning,Milk,3,10.47
2026-02-27,FL,Returning,Man Short Sleeve Shirt,3,59.97
2026-02-27,NY,New,Calvin Klein CK One,2,99.98
2026-02-27,NY,New,Plant Pot,1,14.99
2026-02-27,NY,New,Ice Cube Tray,2,11.98
2026-02-27,NY,VIP,Decoration Swing,1,59.99
2026-02-27,IL,VIP,Kiwi,3,7.47
2026-02-27,IL,VIP,Plant Pot,3,44.97
2026-02-27,IL,Returning,Red Tongs,3,20.97
2026-02-27,IL,Returning,Chopping Board,3,38.97
2026-02-27,IL,Returning,Protein Powder,2,39.98
2026-02-27,CA,New,Kiwi,3,7.47
2026-02-27,MO,VIP,Fine Mesh Strainer,3,29.97
2026-02-27,NY,New,Dolce Shine Eau de,3,209.97
2026-02-27,NY,New,Bedside Table African Cherry,2,599.98
2026-02-27,NY,New,Apple Airpods,1,129.99
2026-02-27,NY,New,Amazon Echo Plus,3,299.97
2026-02-27,CA,New,Protein Powder,2,39.98
2026-02-27,CA,New,Fine Mesh Strainer,3,29.97
2026-02-27,MO,New,Chopping Board,2,25.98
2026-02-27,MO,New,Annibale Colombo Sofa,1,2499.99
2026-02-27,WA,New,Sports Sneakers Off White Red,2,219.98
2026-02-27,WA,New,Tissue Paper Box,3,7.47
2026-02-27,WA,New,Hand Blender,1,34.99
2026-02-27,WA,VIP,Longines Master Collection,3,4499.97
2026-02-27,WA,VIP,Wooden Rolling Pin,2,23.98
2026-02-27,MO,Returning,Huawei Matebook X Pro,1,1399.99
2026-02-27,MO,Returning,Gigabyte Aorus Men Tshirt,2,49.98
2026-02-27,MO,Returning,Electric Stove,3,149.97
2026-02-27,MO,Returning,Dolce Shine Eau de,1,69.99
2026-02-27,IL,New,Wooden Rolling Pin,3,35.97
2026-02-27,IL,New,Decoration Swing,1,59.99
2026-02-27,IL,New,Fine Mesh Strainer,3,29.97
2026-02-27,NY,Returning,Rolex Cellini Moonphase,2,25999.98
2026-02-27,FL,Returning,Egg Slicer,1,6.99
2026-02-27,FL,Returning,Kiwi,1,2.49
2026-02-27,FL,New,Nike Air Jordan 1 Red And Black,1,149.99
2026-02-27,FL,New,Table Lamp,3,149.97
2026-02-27,GA,VIP,Cucumber,2,2.98
2026-02-27,MO,VIP,Red Onions,2,3.98
2026-02-27,CA,VIP,Man Short Sleeve Shirt,2,39.98
2026-02-27,CA,VIP,Microwave Oven,3,269.97
2026-02-27,GA,New,Strawberry,3,11.97
2026-02-27,GA,New,Nike Baseball Cleats,1,79.99
2026-02-27,GA,New,Fish Steak,3,44.97
2026-02-27,GA,New,Powder Canister,2,29.98
2026-02-27,GA,New,Essence Mascara Lash Princess,2,19.98
2026-02-27,GA,New,Puma Future Rider Trainers,2,179.98
2026-02-27,GA,New,Red Onions,1,1.99
2026-02-27,GA,New,Green Bell Pepper,2,2.58
2026-02-27,NY,Returning,Man Plaid Shirt,3,104.97
2026-02-27,NY,Returning,Dolce Shine Eau de,3,209.97
2026-02-27,NY,Returning,Fine Mesh Strainer,1,9.99
2026-02-27,NY,VIP,House Showpiece Plant,2,79.98
2026-02-27,TX,VIP,Calvin Klein CK One,3,149.97
2026-02-27,IL,VIP,Pan,2,49.98
2026-02-27,GA,New,Knife,3,44.97
2026-02-27,GA,New,Longines Master Collection,3,4499.97
2026-02-27,GA,New,Brown Leather Belt Watch,2,179.98
2026-02-27,GA,New,Red Tongs,3,20.97
2026-02-27,GA,New,Spice Rack,3,59.97
2026-02-27,GA,New,Wooden Bathroom Sink With Mirror,2,1599.98
2026-02-27,MO,New,Nike Baseball Cleats,2,159.98
2026-02-27,MO,New,Hand Blender,3,104.97
2026-02-27,FL,New,Dolce Shine Eau de,3,209.97
2026-02-27,FL,New,Red Nail Polish,2,17.98
2026-02-27,FL,New,Bamboo Spatula,3,23.97
2026-02-27,FL,New,Lemon,2,1.58
2026-02-27,WA,VIP,Strawberry,1,3.99
2026-02-27,IL,VIP,Wooden Bathroom Sink With Mirror,1,799.99
2026-02-27,MO,New,Ice Cream,1,5.49
2026-02-27,MO,VIP,Dior J'adore,2,179.98
2026-02-27,MO,VIP,Fish Steak,3,44.97
2026-02-27,MO,VIP,Calvin Klein CK One,2,99.98
2026-02-27,NY,VIP,Knife,3,44.97
2026-02-27,NY,VIP,Man Short Sleeve Shirt,1,19.99
2026-02-27,NY,VIP,Grater Black,1,10.99
2026-02-27,NY,VIP,Plate,3,11.97
2026-02-27,IL,VIP,Chanel Coco Noir Eau De,3,389.97
2026-02-27,IL,VIP,Eyeshadow Palette with Mirror,2,39.98
2026-02-27,MO,New,Lenovo Yoga 920,2,2199.98
2026-02-27,MO,New,Calvin Klein CK One,1,49.99
2026-02-27,MO,New,Bedside Table African Cherry,3,899.97
2026-02-27,MO,New,Amazon Echo Plus,1,99.99
2026-02-27,FL,VIP,Fish Steak,2,29.98
2026-02-28,WA,Returning,Rolex Cellini Date Black Dial,1,8999.99
2026-02-28,WA,Returning,Fine Mesh Strainer,3,29.97
2026-02-28,NY,Returning,Man Plaid Shirt,1,34.99
2026-02-28,NY,Returning,Men Check Shirt,2,55.98
2026-02-28,NY,Returning,Fish Steak,2,29.98
2026-02-28,CA,VIP,Gucci Bloom Eau de,1,79.99
2026-02-28,CA,VIP,Fish Steak,1,14.99
2026-02-28,FL,New,Green Chili Pepper,1,0.99
2026-02-28,MO,VIP,Water,1,0.99
2026-02-28,MO,VIP,Gigabyte Aorus Men Tshirt,2,49.98
2026-02-28,MO,VIP,Red Onions,2,3.98
2026-02-28,FL,New,Lenovo Yoga 920,1,1099.99
2026-02-28,FL,New,Potatoes,2,4.58
2026-02-28,WA,Returning,Beef Steak,3,38.97
2026-02-28,WA,Returning,Men Check Shirt,3,83.97
2026-02-28,NY,VIP,Fish Steak,2,29.98
2026-02-28,NY,VIP,Dog Food,3,32.97
2026-02-28,NY,VIP,Tissue Paper Box,1,2.49
2026-02-28,NY,VIP,Apple,2,3.98
2026-02-28,CA,VIP,Yellow Peeler,3,17.97
2026-02-28,CA,VIP,Gigabyte Aorus Men Tshirt,2,49.98
2026-02-28,CA,VIP,Chicken Meat,3,29.97
2026-02-28,CA,VIP,Sports Sneakers Off White & Red,1,119.99
2026-02-28,TX,VIP,Protein Powder,1,19.99
2026-02-28,TX,VIP,Boxed Blender,2,79.98
2026-02-28,TX,VIP,Milk,2,6.98
2026-02-28,TX,VIP,Wooden Bathroom Sink With Mirror,2,1599.98
2026-02-28,GA,VIP,Chicken Meat,3,29.97
2026-02-28,GA,VIP,Dog Food,1,10.99
2026-02-28,NY,Returning,Cooking Oil,1,4.99
2026-02-28,NY,Returning,Apple Airpods,3,389.97
2026-02-28,NY,Returning,Cat Food,3,26.97
2026-02-28,NY,Returning,Dolce Shine Eau de,2,139.98
2026-02-28,WA,VIP,Ice Cream,3,16.47
2026-02-28,GA,VIP,Boxed Blender,3,119.97
2026-02-28,GA,VIP,Water,2,1.98
2026-02-28,GA,VIP,Gigabyte Aorus Men Tshirt,3,74.97
2026-02-28,GA,VIP,Silver Pot With Glass Cap,3,119.97
2026-02-28,FL,VIP,Hand Blender,3,104.97
2026-02-28,FL,VIP,Apple MacBook Pro 14 Inch Space Grey,3,5999.97
2026-02-28,FL,VIP,Lunch Box,3,38.97
2026-02-28,WA,New,Green Bell Pepper,2,2.58
2026-02-28,WA,New,Man Short Sleeve Shirt,2,39.98
2026-02-28,FL,Returning,Essence Mascara Lash Princess,2,19.98
2026-02-28,FL,Returning,Men Check Shirt,1,27.99
2026-02-28,NY,VIP,Blue & Black Check Shirt,1,29.99
2026-02-28,NY,VIP,Mug Tree Stand,1,15.99
2026-02-28,NY,VIP,Red Lipstick,2,25.98
2026-02-28,WA,Returning,Cooking Oil,3,14.97
2026-02-28,CA,VIP,Black Whisk,3,29.97
2026-02-28,CA,VIP,Dolce Shine Eau de,2,139.98
2026-02-28,TX,VIP,House Showpiece Plant,2,79.98
2026-02-28,FL,Returning,Apple Airpods,2,259.98
2026-02-28,FL,Returning,Amazon Echo Plus,2,199.98
2026-02-28,FL,Returning,Knife,3,44.97
2026-02-28,FL,Returning,Fine Mesh Strainer,1,9.99
2026-02-28,FL,New,Red Onions,2,3.98
2026-02-28,FL,New,Spice Rack,1,19.99
2026-02-28,FL,New,Yellow Peeler,2,11.98
2026-02-28,FL,New,Apple,2,3.98
2026-02-28,GA,New,Apple MacBook Pro 14 Inch Space Grey,2,3999.98
2026-02-28,GA,New,Green Bell Pepper,2,2.58
2026-02-28,IL,Returning,Decoration Swing,2,119.98
2026-02-28,IL,Returning,Cooking Oil,3,14.97
2026-02-28,NY,New,Wooden Rolling Pin,3,35.97
2026-02-28,NY,New,Apple Airpods,1,129.99
2026-02-28,CA,VIP,Spoon,2,9.98
2026-02-28,CA,VIP,Man Short Sleeve Shirt,2,39.98
2026-02-28,CA,VIP,Grater Black,3,32.97
2026-02-28,CA,New,Lunch Box,3,38.97
2026-02-28,CA,New,Bedside Table African Cherry,3,899.97
2026-02-28,CA,New,Glass,2,9.98
2026-02-28,GA,New,Milk,1,3.49
2026-02-28,GA,New,Chopping Board,3,38.97
2026-02-28,GA,New,Nike Air Jordan 1 Red And Black,2,299.98
2026-02-28,NY,New,Red Lipstick,2,25.98
2026-02-28,NY,New,Ice Cube Tray,1,5.99
2026-02-28,NY,New,Gucci Bloom Eau de,3,239.97
2026-02-28,IL,New,Sports Sneakers Off White Red,2,219.98
2026-02-28,NY,Returning,Lemon,3,2.37
2026-02-28,NY,Returning,Mug Tree Stand,3,47.97
2026-02-28,MO,VIP,Chicken Meat,3,29.97
2026-02-28,MO,VIP,Milk,1,3.49
2026-02-28,GA,New,Strawberry,2,7.98
2026-02-28,GA,New,Rolex Submariner Watch,1,13999.99
2026-02-28,GA,New,Beef Steak,2,25.98
2026-02-28,MO,New,Yellow Peeler,2,11.98
2026-02-28,MO,New,Fish Steak,1,14.99
2026-02-28,MO,New,Nike Air Jordan 1 Red And Black,2,299.98
2026-02-28,MO,New,Dolce Shine Eau de,2,139.98
2026-02-28,TX,VIP,Hand Blender,3,104.97
2026-02-28,TX,VIP,Grater Black,2,21.98
2026-02-28,TX,VIP,Nescafe Coffee,2,15.98
2026-02-28,NY,VIP,Protein Powder,1,19.99
2026-02-28,NY,VIP,Calvin Klein CK One,1,49.99
2026-02-28,NY,VIP,Powder Canister,1,14.99
2026-02-28,IL,New,Chicken Meat,2,19.98
2026-02-28,TX,New,Chopping Board,1,12.99
2026-02-28,MO,Returning,Cucumber,3,4.47
2026-02-28,MO,Returning,Nike Air Jordan 1 Red And Black,3,449.97
2026-02-28,NY,VIP,Protein Powder,3,59.97
2026-02-28,NY,VIP,Dolce Shine Eau de,3,209.97
2026-02-28,NY,VIP,Bedside Table African Cherry,3,899.97
2026-02-28,FL,VIP,Bedside Table African Cherry,2,599.98
2026-02-28,FL,VIP,Chicken Meat,1,9.99
2026-02-28,FL,VIP,Rolex Datejust,3,32999.97
2026-02-28,NY,VIP,Green Chili Pepper,1,0.99
2026-02-28,NY,VIP,Apple,1,1.99
